accession	KO	target	score	evalue	threshold	pass
GCF_009650095.1	K05847	NZ_CP045915.1_916	152.9	4.5e-45	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_866	152.8	4.7e-45	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1143	147.5	2e-43	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_3286	147.3	2.2e-43	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_328	146.7	3.4e-43	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4113	146.4	4.2e-43	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_541	144.5	1.6e-42	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1817	143.5	3.1e-42	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_2007	143.1	4.2e-42	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1895	141.1	1.7e-41	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4341	140.1	3.3e-41	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4342	140.1	3.3e-41	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_2871	137.5	2.1e-40	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4547	137.1	2.8e-40	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_2681	134.0	2.3e-39	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_574	133.1	4.5e-39	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_840	132.6	6.6e-39	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4528	130.7	2.4e-38	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4591	130.3	3.3e-38	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_349	130.0	4e-38	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1352	128.6	1e-37	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_3287	127.3	2.5e-37	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1954	126.4	4.9e-37	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_790	124.6	1.7e-36	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_897	120.9	2.2e-35	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4526	119.2	7.2e-35	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_609	116.4	5.1e-34	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1421	116.3	5.7e-34	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4229	115.8	7.9e-34	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_643	113.5	4.1e-33	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_553	112.7	7e-33	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_450	109.7	5.5e-32	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_3451	108.0	1.9e-31	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1351	106.9	3.9e-31	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4266	97.9	2.2e-28	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1422	87.1	3.9e-25	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_362	80.5	4.1e-23	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_481	61.1	3e-17	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_4484	51.9	1.9e-14	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1267	50.7	4.3e-14	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1731	47.6	3.9e-13	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_3685	44.0	4.8e-12	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_1823	42.1	1.7e-11	368.67	False
GCF_009650095.1	K05847	NZ_CP045915.1_3684	25.9	1.4e-06	368.67	False
GCF_009650095.1	K02000	NZ_CP045915.1_1327	658.7	3.6e-198	421.03	True
GCF_009650095.1	K02000	NZ_CP045915.1_1188	646.5	1.8e-194	421.03	True
GCF_009650095.1	K02000	NZ_CP045915.1_714	353.2	1.1e-105	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_400	338.8	2.6e-101	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_903	311.4	5e-93	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3937	297.4	8.6e-89	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1940	279.4	2.4e-83	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3752	271.1	7.9e-81	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3637	270.9	9.2e-81	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1390	264.4	8.4e-79	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1003	254.1	1.1e-75	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3478	243.2	2.2e-72	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1505	240.1	2e-71	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4586	238.4	6.4e-71	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3867	225.9	3.9e-67	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1751	225.4	5.6e-67	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4358	223.8	1.7e-66	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4403	220.6	1.5e-65	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4175	210.8	1.5e-62	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4176	209.9	2.8e-62	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_605	205.6	5.3e-61	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_462	201.7	8e-60	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3354	200.9	1.4e-59	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4537	200.6	1.8e-59	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1622	197.5	1.5e-58	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3565	196.0	4.2e-58	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3355	195.3	7.3e-58	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_796	192.8	4.1e-57	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3031	188.9	6.3e-56	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1081	182.6	4.8e-54	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_208	182.5	5.4e-54	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_710	181.3	1.2e-53	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4479	180.5	2.1e-53	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4344	177.3	1.9e-52	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1721	175.7	5.9e-52	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3768	171.2	1.4e-50	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2610	171.1	1.5e-50	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3194	170.9	1.7e-50	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_209	169.3	5.3e-50	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3096	168.4	9.9e-50	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3681	166.3	4.4e-49	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3241	158.7	8.2e-47	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3902	156.5	3.8e-46	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1322	155.6	7.6e-46	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_977	153.2	4e-45	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4528	151.5	1.3e-44	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2359	148.6	9.8e-44	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_471	139.2	6.7e-41	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4656	137.9	1.7e-40	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_308	137.9	1.7e-40	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3673	137.4	2.3e-40	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1316	132.3	8.4e-39	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4113	131.5	1.5e-38	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3113	129.8	4.7e-38	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_872	127.3	2.7e-37	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1895	126.3	5.6e-37	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2681	125.1	1.3e-36	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1798	122.8	6.2e-36	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_300	121.6	1.4e-35	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1463	119.3	7.3e-35	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_328	119.2	7.7e-35	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_916	117.1	3.4e-34	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3403	116.5	5e-34	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_949	113.7	3.6e-33	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_970	113.2	5.2e-33	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1352	106.3	6.2e-31	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_349	104.2	2.6e-30	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_574	102.7	7.5e-30	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1143	102.5	8.7e-30	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2871	102.4	9.6e-30	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_541	98.9	1.1e-28	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1372	97.7	2.4e-28	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4547	97.0	4.1e-28	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3472	97.0	4.2e-28	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_790	96.2	7.1e-28	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4526	94.7	2e-27	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_866	94.1	3.1e-27	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2007	93.9	3.4e-27	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1817	92.7	8.2e-27	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4548	91.9	1.4e-26	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3286	90.8	3e-26	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2006	90.1	5.1e-26	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4591	88.3	1.8e-25	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1954	83.3	5.7e-24	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_553	83.2	6.1e-24	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_897	83.2	6.1e-24	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4342	82.1	1.3e-23	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1421	79.4	8.9e-23	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3451	79.0	1.2e-22	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_840	77.7	2.8e-22	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1351	73.9	4.1e-21	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4341	70.8	3.4e-20	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3287	69.5	8.6e-20	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_609	67.7	3e-19	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4229	67.2	4.4e-19	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_450	59.0	1.3e-16	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_362	58.9	1.4e-16	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1422	56.5	7.5e-16	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4266	53.1	7.9e-15	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_643	52.1	1.6e-14	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3685	45.1	2.1e-12	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1823	37.0	6e-10	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1267	36.0	1.2e-09	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_481	35.4	1.9e-09	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_1731	34.3	3.9e-09	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4323	32.5	1.3e-08	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4484	29.3	1.3e-07	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4350	29.0	1.6e-07	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2999	28.9	1.7e-07	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_3336	25.8	1.4e-06	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_2002	24.6	3.4e-06	421.03	False
GCF_009650095.1	K02000	NZ_CP045915.1_4654	23.4	7.6e-06	421.03	False
GCF_009650095.1	K02001	NZ_CP045915.1_1328	432.4	1.1e-129	226.07	True
GCF_009650095.1	K02001	NZ_CP045915.1_1189	426.0	9.3e-128	226.07	True
GCF_009650095.1	K02001	NZ_CP045915.1_399	182.0	6.6e-54	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_715	115.1	1.1e-33	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1329	112.8	5.6e-33	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_717	105.8	7.4e-31	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_819	81.7	1.5e-23	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1188	66.9	4.3e-19	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1190	65.7	1e-18	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1327	60.9	2.9e-17	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_902	54.3	2.9e-15	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1004	48.4	1.7e-13	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_3636	44.9	2e-12	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_3195	40.8	3.5e-11	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_463	35.1	1.8e-09	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_4345	34.1	3.8e-09	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1389	28.7	1.6e-07	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_4587	27.1	4.9e-07	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_2612	24.7	2.6e-06	226.07	False
GCF_009650095.1	K02001	NZ_CP045915.1_1506	22.8	9.6e-06	226.07	False
GCF_009650095.1	K02002	NZ_CP045915.1_1329	332.5	9.9e-100	127.63	True
GCF_009650095.1	K02002	NZ_CP045915.1_819	314.0	4.1e-94	127.63	True
GCF_009650095.1	K02002	NZ_CP045915.1_1190	292.4	1.4e-87	127.63	True
GCF_009650095.1	K02002	NZ_CP045915.1_1189	122.8	3.5e-36	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_1328	118.2	8.5e-35	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_399	86.0	5.1e-25	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_716	38.7	1.1e-10	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_717	38.7	1.1e-10	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_715	37.9	1.8e-10	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_1080	32.4	9e-09	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_902	25.5	1.1e-06	127.63	False
GCF_009650095.1	K02002	NZ_CP045915.1_4360	23.2	5.4e-06	127.63	False
GCF_009650095.1	K03315	NZ_CP045915.1_1361	118.1	8.3e-35	184.73	False
GCF_009650095.1	K03315	NZ_CP045915.1_1586	72.8	4.5e-21	184.73	False
GCF_009650095.1	K03315	NZ_CP045915.1_3606	72.1	7.1e-21	184.73	False
GCF_009650095.1	K03316	NZ_CP045915.1_3325	297.9	5.2e-89	424.4	False
GCF_009650095.1	K03316	NZ_CP045915.1_909	209.7	2.5e-62	424.4	False
GCF_009650095.1	K03316	NZ_CP045915.1_4223	140.5	2.1e-41	424.4	False
GCF_009650095.1	K03316	NZ_CP045915.1_3369	42.5	9.5e-12	424.4	False
GCF_009650095.1	K03316	NZ_CP045915.1_1851	23.7	4.5e-06	424.4	False
GCF_009650095.1	K03317	NZ_CP045915.1_3529	353.4	7.3e-106	576.77	False
GCF_009650095.1	K01547	NZ_CP045915.1_4089	236.7	1.1e-70	383.7	False
GCF_009650095.1	K01547	NZ_CP045915.1_3251	231.6	3.8e-69	383.7	False
GCF_009650095.1	K01547	NZ_CP045915.1_1437	201.7	4e-60	383.7	False
GCF_009650095.1	K01547	NZ_CP045915.1_3579	170.6	1.1e-50	383.7	False
GCF_009650095.1	K03455	NZ_CP045915.1_2008	46.5	4.2e-13	666.1	False
GCF_009650095.1	K03455	NZ_CP045915.1_3335	36.8	3.7e-10	666.1	False
GCF_009650095.1	K03455	NZ_CP045915.1_884	24.2	2.4e-06	666.1	False
GCF_009650095.1	K03455	NZ_CP045915.1_593	23.0	5.5e-06	666.1	False
GCF_009856445.1	K00133	NZ_WMFA01000002.1_833	478.1	8.9e-144	219.27	True
GCF_009856445.1	K00133	NZ_WMFA01000001.1_286	94.1	2.2e-27	219.27	False
GCF_009856445.1	K00133	NZ_WMFA01000014.1_65	45.6	1.1e-12	219.27	False
GCF_009856445.1	K00133	NZ_WMFA01000001.1_889	45.4	1.2e-12	219.27	False
GCF_009856445.1	K00133	NZ_WMFA01000007.1_117	29.3	8.9e-08	219.27	False
GCF_009856445.1	K00931	NZ_WMFA01000003.1_210	468.0	1.2e-140	285.2	True
GCF_009856445.1	K00931	NZ_WMFA01000002.1_811	37.7	2.9e-10	285.2	False
GCF_009856445.1	K00931	NZ_WMFA01000002.1_298	23.8	4.7e-06	285.2	False
GCF_009856445.1	K00147	NZ_WMFA01000003.1_211	649.6	1e-195	550.87	True
GCF_009856445.1	K00147	NZ_WMFA01000002.1_99	56.5	4.1e-16	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000006.1_85	51.4	1.5e-14	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000001.1_759	44.2	2.2e-12	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000004.1_208	42.2	8.8e-12	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000008.1_133	42.0	9.9e-12	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000001.1_265	39.7	5.1e-11	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000012.1_3	34.7	1.6e-09	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000001.1_649	34.4	2.1e-09	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000001.1_14	33.6	3.7e-09	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000002.1_162	31.3	1.8e-08	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000008.1_3	27.2	3.1e-07	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000001.1_320	25.7	9e-07	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000013.1_40	24.5	2e-06	550.87	False
GCF_009856445.1	K00147	NZ_WMFA01000009.1_63	22.8	6.9e-06	550.87	False
GCF_009856445.1	K06720	NZ_WMFA01000004.1_228	194.4	2.2e-58	85.27	True
GCF_009856445.1	K00129	NZ_WMFA01000008.1_3	575.8	2.2e-173	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_649	237.1	8.4e-71	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000012.1_3	231.2	5.3e-69	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_14	222.9	1.7e-66	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_759	216.5	1.5e-64	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000013.1_40	201.9	3.8e-60	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000009.1_63	200.4	1.1e-59	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000008.1_133	199.4	2.3e-59	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000006.1_85	194.9	5e-58	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000003.1_60	188.6	4e-56	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000002.1_162	188.5	4.4e-56	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000004.1_208	187.6	8.5e-56	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_265	183.0	2.1e-54	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_320	173.4	1.6e-51	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000002.1_99	171.5	6.2e-51	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000001.1_174	163.2	2e-48	783.5	False
GCF_009856445.1	K00129	NZ_WMFA01000003.1_211	24.6	2e-06	783.5	False
GCF_009856445.1	K00130	NZ_WMFA01000009.1_63	743.5	4e-224	692.43	True
GCF_009856445.1	K00130	NZ_WMFA01000001.1_649	628.0	3.6e-189	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000001.1_320	596.3	1.4e-179	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000001.1_14	555.3	3.6e-167	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000012.1_3	551.1	7e-166	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000008.1_133	540.5	1.1e-162	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000002.1_162	518.3	5.9e-156	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000001.1_759	502.1	4.6e-151	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000013.1_40	497.4	1.2e-149	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000001.1_265	487.3	1.4e-146	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000006.1_85	473.2	2.5e-142	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000002.1_99	458.7	6.2e-138	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000004.1_208	452.3	5.3e-136	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000001.1_174	440.0	2.8e-132	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000003.1_60	416.6	3.5e-125	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000008.1_3	298.6	1.9e-89	692.43	False
GCF_009856445.1	K00130	NZ_WMFA01000003.1_211	41.6	1.1e-11	692.43	False
GCF_009856445.1	K00965	NZ_WMFA01000001.1_567	40.8	3.6e-11	55.63	False
GCF_009856445.1	K00697	NZ_WMFA01000001.1_612	33.9	2.5e-09	514.5	False
GCF_009856445.1	K05845	NZ_WMFA01000002.1_893	331.2	2.4e-99	108.03	True
GCF_009856445.1	K05845	NZ_WMFA01000001.1_938	56.5	4.7e-16	108.03	False
GCF_009856445.1	K05845	NZ_WMFA01000018.1_7	23.7	4.2e-06	108.03	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_893	417.1	3.2e-125	180.93	True
GCF_009856445.1	K05846	NZ_WMFA01000002.1_892	140.6	1.6e-41	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000018.1_6	137.4	1.5e-40	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000018.1_5	104.6	1.2e-30	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_961	96.8	2.8e-28	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000003.1_77	95.0	1e-27	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_960	90.5	2.3e-26	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000006.1_17	84.2	1.9e-24	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000012.1_63	80.4	2.7e-23	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000003.1_115	77.7	1.7e-22	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000004.1_243	77.6	1.9e-22	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000004.1_114	74.8	1.3e-21	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000003.1_154	67.1	2.8e-19	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000003.1_153	65.8	7e-19	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000004.1_244	65.2	1.1e-18	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_387	63.7	3e-18	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000013.1_9	63.5	3.4e-18	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000014.1_63	62.5	7.1e-18	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000007.1_61	60.0	3.9e-17	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000013.1_63	59.3	6.5e-17	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000013.1_62	58.2	1.4e-16	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000012.1_64	58.2	1.4e-16	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_61	57.9	1.7e-16	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000014.1_62	55.9	6.9e-16	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_269	55.4	1e-15	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_553	54.8	1.5e-15	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_62	53.8	2.9e-15	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000005.1_79	52.0	1.1e-14	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_558	51.5	1.5e-14	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000005.1_93	50.1	3.8e-14	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_483	48.9	9.2e-14	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_512	48.8	9.8e-14	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_786	47.4	2.7e-13	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_742	47.2	3e-13	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_799	46.8	3.9e-13	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_841	46.4	5.2e-13	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000001.1_844	44.4	2.2e-12	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000008.1_1	41.5	1.5e-11	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000002.1_200	41.1	2.1e-11	180.93	False
GCF_009856445.1	K05846	NZ_WMFA01000004.1_145	40.4	3.4e-11	180.93	False
